name,description,url,downloads,owners,owners_urls
spikelib,Set of tools to analyze neuronal activity from spiketimes,https://pypi.org/project/spikelib/,10210,creyesp,https://pypi.org/user/creyesp/
pyslide,Python whole slide image analysis toolkit,https://pypi.org/project/pyslide/,24700,PingjunChen,https://pypi.org/user/PingjunChen/
compas-fofin,Form Finding of cablenet structures for the COMPAS framework.,https://pypi.org/project/compas-fofin/,905,brgcode,https://pypi.org/user/brgcode/
pyxpad,"""Data visualisation and analysis tool for IDAM"",",https://pypi.org/project/pyxpad/,26584,yossarian,https://pypi.org/user/yossarian/
Pattern,Web mining module for Python.,https://pypi.org/project/Pattern/,8262757,tomdesmedt,https://pypi.org/user/tomdesmedt/
cryoCARE,cryoCARE is a deep learning approach for cryo-TEM tomogram denoising.,https://pypi.org/project/cryoCARE/,2514,tibuch,https://pypi.org/user/tibuch/
cobald-tardis,Transparent Adaptive Resource Dynamic Integration System,https://pypi.org/project/cobald-tardis/,10117,giffels,https://pypi.org/user/giffels/
PyScada,A Python and Django based Open Source SCADA System,https://pypi.org/project/PyScada/,67767,trombastic,https://pypi.org/user/trombastic/
spacy-stanfordnlp,Use the latest StanfordNLP research models directly in spaCy,https://pypi.org/project/spacy-stanfordnlp/,22785,"explosion,inesmontani","https://pypi.org/user/explosion/,https://pypi.org/user/inesmontani/"
parsevasp,A general parser for VASP,https://pypi.org/project/parsevasp/,68965,espenfl,https://pypi.org/user/espenfl/
fetchable,Client SDK for Fetchable,https://pypi.org/project/fetchable/,14855,Andrew-Murtagh,https://pypi.org/user/Andrew-Murtagh/
reactomepy,Explore biomolecular pathways in Reactome from the command line,https://pypi.org/project/reactomepy/,5144,dklopfenstein,https://pypi.org/user/dklopfenstein/
cdcam,Cambridge Digital Communications Assessment Model,https://pypi.org/project/cdcam/,8149,tomalrussell,https://pypi.org/user/tomalrussell/
mymat,Subclass of numpy.matrix behaving as matrices in matlab.,https://pypi.org/project/mymat/,12958,Williamzjc,https://pypi.org/user/Williamzjc/
pacpy,A module to calculate phase-amplitude coupling,https://pypi.org/project/pacpy/,17481,voytekresearch,https://pypi.org/user/voytekresearch/
blastpy3,Lightweight High level Python 3 API for NCBI BLAST,https://pypi.org/project/blastpy3/,1301,aleg,https://pypi.org/user/aleg/
romancal,Library for calibration of science observations from the Nancy Grace Roman Space Telescope,https://pypi.org/project/romancal/,3778,"ddavis-st,dencheva,stsci_maintainer","https://pypi.org/user/ddavis-st/,https://pypi.org/user/dencheva/,https://pypi.org/user/stsci_maintainer/"
co-excitation-gas-modeling,A Python Package for Galaxy Cold Molecular Gas Density Esimtation from CO Excitation.,https://pypi.org/project/co-excitation-gas-modeling/,2756,astro.dzliu,https://pypi.org/user/astro.dzliu/
mixedvines,Canonical vine copula trees with mixed marginals,https://pypi.org/project/mixedvines/,20360,asnelt,https://pypi.org/user/asnelt/
niceplot,"""Hey, that's a nice plot!""",https://pypi.org/project/niceplot/,12606,degoldschmidt,https://pypi.org/user/degoldschmidt/
spatialprofilingtoolbox,Toolbox for spatial analysis of pathology images.,https://pypi.org/project/spatialprofilingtoolbox/,5820,jimmymathews,https://pypi.org/user/jimmymathews/
qha,A powerful tool for quasi-harmonic approximation,https://pypi.org/project/qha/,28056,sucan,https://pypi.org/user/sucan/
adsutils,A Python tool with some general ADS utilities,https://pypi.org/project/adsutils/,13295,adsabs,https://pypi.org/user/adsabs/
iParrot,Automated test solution for http requests based on recording and playback,https://pypi.org/project/iParrot/,20667,idle-man,https://pypi.org/user/idle-man/
gridlock,Coupled gridding library,https://pypi.org/project/gridlock/,7939,anewusername,https://pypi.org/user/anewusername/
simpy,"Event discrete, process based simulation for Python.",https://pypi.org/project/simpy/,1288198,"jpgrayson,oluensdorf,scherfke,sscherfke","https://pypi.org/user/jpgrayson/,https://pypi.org/user/oluensdorf/,https://pypi.org/user/scherfke/,https://pypi.org/user/sscherfke/"
YoungToolkit,A Toolkit for a series of Young projects,https://pypi.org/project/YoungToolkit/,7739,JoooYa,https://pypi.org/user/JoooYa/
dillinger,Bayesian optimization for iterated multi-armed bandit experiments.,https://pypi.org/project/dillinger/,6611,cfran,https://pypi.org/user/cfran/
cachey,Caching mindful of computation/storage costs,https://pypi.org/project/cachey/,346404,"jcrist,jrbourbeau,mrocklin,tomaugspurger","https://pypi.org/user/jcrist/,https://pypi.org/user/jrbourbeau/,https://pypi.org/user/mrocklin/,https://pypi.org/user/tomaugspurger/"
companyparser,UNKNOWN,https://pypi.org/project/companyparser/,12481,"datamade.wheelbuilder,Derek.Eder,fgregg","https://pypi.org/user/datamade.wheelbuilder/,https://pypi.org/user/Derek.Eder/,https://pypi.org/user/fgregg/"
aerofiles,"waypoint, task, tracklog readers and writers for aviation",https://pypi.org/project/aerofiles/,60949,Tobias.Bieniek,https://pypi.org/user/Tobias.Bieniek/
proteosushi,No project description provided,https://pypi.org/project/proteosushi/,8190,rseymour1,https://pypi.org/user/rseymour1/
hetbuilder,A tool to build heterostructure interfaces based on coincidence lattice theory.,https://pypi.org/project/hetbuilder/,5680,romankempt,https://pypi.org/user/romankempt/
colormath,Color math and conversion library.,https://pypi.org/project/colormath/,1104797,gtaylor,https://pypi.org/user/gtaylor/
brightway2,No project description provided,https://pypi.org/project/brightway2/,139351,cmutel,https://pypi.org/user/cmutel/
phenom,population growth phenotype model,https://pypi.org/project/phenom/,3038,ptonner,https://pypi.org/user/ptonner/
root_ufunc,Evaluate any ROOT function as a Numpy ufunc.,https://pypi.org/project/root_ufunc/,4049,pivarski,https://pypi.org/user/pivarski/
pstake,PSTricks converter,https://pypi.org/project/pstake/,30620,yungyuc,https://pypi.org/user/yungyuc/
skerrorlearner,Skerrorlearner is an Error Learning Package for Machine Learning,https://pypi.org/project/skerrorlearner/,1911,IndrashisDas,https://pypi.org/user/IndrashisDas/
prosail,"PROSPECT, SAIL and PROSAIL Python wrappers",https://pypi.org/project/prosail/,60371,jgomezdans,https://pypi.org/user/jgomezdans/
trio-vis,Structured Concurrency visualizer for trio,https://pypi.org/project/trio-vis/,589,ianre657,https://pypi.org/user/ianre657/
stellargraph,Python library for machine learning on graphs,https://pypi.org/project/stellargraph/,251415,"andrewdocherty,huon,stellargraph,timpitman","https://pypi.org/user/andrewdocherty/,https://pypi.org/user/huon/,https://pypi.org/user/stellargraph/,https://pypi.org/user/timpitman/"
spatialtis,spatial analysis toolkit for single-cell multiplexed tissue data,https://pypi.org/project/spatialtis/,7269,milk-zheng,https://pypi.org/user/milk-zheng/
being,Robotic core for the PATHOS project.,https://pypi.org/project/being/,2024,atheler,https://pypi.org/user/atheler/
psipy,Tools for working with PSI MHD models.,https://pypi.org/project/psipy/,2324,"dstansby,peteriley","https://pypi.org/user/dstansby/,https://pypi.org/user/peteriley/"
root-solver,Root solver for polynomial equations,https://pypi.org/project/root-solver/,7393,aragilar,https://pypi.org/user/aragilar/
dispy,Distributed and Parallel Computing with/for Python.,https://pypi.org/project/dispy/,284805,"pgiri,studiawan","https://pypi.org/user/pgiri/,https://pypi.org/user/studiawan/"
factorset,A Python package for computing chinese financial factors.,https://pypi.org/project/factorset/,3166,code37,https://pypi.org/user/code37/
python-modularity-maximization,Community detection using Newman spectral methods to maximize modularity,https://pypi.org/project/python-modularity-maximization/,34052,zhiyzuo,https://pypi.org/user/zhiyzuo/
pydatasci,End-to-end machine learning on your desktop or server.,https://pypi.org/project/pydatasci/,54165,pydatasci,https://pypi.org/user/pydatasci/
bigartm,BigARTM: the state-of-the-art platform for topic modeling,https://pypi.org/project/bigartm/,19398,bt2901,https://pypi.org/user/bt2901/
maplot,Python package for creating interactive MA-plots,https://pypi.org/project/maplot/,14280,"delafont,jdelafon","https://pypi.org/user/delafont/,https://pypi.org/user/jdelafon/"
analitico,Python client for Analitico.ai,https://pypi.org/project/analitico/,53063,analitico,https://pypi.org/user/analitico/
cmspubstyle,Check CMS publications against PubComm rules,https://pypi.org/project/cmspubstyle/,6320,raggleton,https://pypi.org/user/raggleton/
vtk,"VTK is an open-source toolkit for 3D computer graphics, image processing, and visualization",https://pypi.org/project/vtk/,2331678,"jcfr,kwrobot,mathstuf,prabhu","https://pypi.org/user/jcfr/,https://pypi.org/user/kwrobot/,https://pypi.org/user/mathstuf/,https://pypi.org/user/prabhu/"
buoyantBoussinesqPisoFlux,Python front-end of the buoyantBoussinesqPisoFoam,https://pypi.org/project/buoyantBoussinesqPisoFlux/,19882,alexey.petrov,https://pypi.org/user/alexey.petrov/
odmpy,"Create valid ASCII OPM, OMM, and OEM files.",https://pypi.org/project/odmpy/,18113,RazerM,https://pypi.org/user/RazerM/
SimpleDES,A simple Discrete Event Simulator (DES) for G/G/c queueing systems.,https://pypi.org/project/SimpleDES/,12548,opieters,https://pypi.org/user/opieters/
hpelm,High-Performance implementation of an Extreme Learning Machine,https://pypi.org/project/hpelm/,135749,akusoka1,https://pypi.org/user/akusoka1/
momentumnet,Momentum Residual Neural Networks,https://pypi.org/project/momentumnet/,1834,michaelsander,https://pypi.org/user/michaelsander/
cluskit,(Nano)CLUSter KIT for surface chemistry.,https://pypi.org/project/cluskit/,18666,marchunter,https://pypi.org/user/marchunter/
cac,Content-Aware Computing library,https://pypi.org/project/cac/,143,fujitsu_kasagi,https://pypi.org/user/fujitsu_kasagi/
scoggle,Scoggle API wrapper for Python - visualize your data scores,https://pypi.org/project/scoggle/,5955,chaosmail,https://pypi.org/user/chaosmail/
goofit,GooFit fitting package,https://pypi.org/project/goofit/,29434,"henryiii,scikit-hep","https://pypi.org/user/henryiii/,https://pypi.org/user/scikit-hep/"
geoconvert,A small geospatial dataset converter package,https://pypi.org/project/geoconvert/,8677,manishsahu53,https://pypi.org/user/manishsahu53/
ann_visualizer,A python library for visualizing Neural Networks,https://pypi.org/project/ann_visualizer/,110571,Prodicode,https://pypi.org/user/Prodicode/
pyspbla,spbla library python bindings.,https://pypi.org/project/pyspbla/,1215,egororachyov,https://pypi.org/user/egororachyov/
itk-core,ITK is an open-source toolkit for multidimensional image analysis,https://pypi.org/project/itk-core/,692539,"fbudin69500,jcfr,thewtex","https://pypi.org/user/fbudin69500/,https://pypi.org/user/jcfr/,https://pypi.org/user/thewtex/"
geomeppy,Geometry editing for E+ idf files,https://pypi.org/project/geomeppy/,160616,JamieBull,https://pypi.org/user/JamieBull/
xlcalculator,Converts MS Excel formulas to Python and evaluates them.,https://pypi.org/project/xlcalculator/,129374,"bradbase,srichter","https://pypi.org/user/bradbase/,https://pypi.org/user/srichter/"
gneiss,Compositional data analysis tools and visualizations,https://pypi.org/project/gneiss/,36395,mortonjt,https://pypi.org/user/mortonjt/
Cluster_Ensembles,A package for determining the consensus clustering from an ensemble of partitions,https://pypi.org/project/Cluster_Ensembles/,24251,GGiecold,https://pypi.org/user/GGiecold/
wtfpython,What the f*ck Python!,https://pypi.org/project/wtfpython/,14742,satwikkansal,https://pypi.org/user/satwikkansal/
spectabular,Spectabular is a graphical tool to visualize and explore large tabular datasets.,https://pypi.org/project/spectabular/,3119,maartenbreddels,https://pypi.org/user/maartenbreddels/
reformer-pytorch,"Reformer, the Efficient Transformer, Pytorch",https://pypi.org/project/reformer-pytorch/,187141,lucidrains,https://pypi.org/user/lucidrains/
ijroi,Reads ImageJ ROIs.,https://pypi.org/project/ijroi/,38244,tdsmith,https://pypi.org/user/tdsmith/
color-tol,Optimized color schemes for data display,https://pypi.org/project/color-tol/,19263,lazarillo,https://pypi.org/user/lazarillo/
cnftools,A collection of tools for working with and generating Dimacs CNF files.,https://pypi.org/project/cnftools/,10161,EasyAs314159,https://pypi.org/user/EasyAs314159/
rase,rase,https://pypi.org/project/rase/,5556,karel.brinda,https://pypi.org/user/karel.brinda/
igrf12,IGRF12 model with simple object-oriented Python interface.,https://pypi.org/project/igrf12/,8536,scivision,https://pypi.org/user/scivision/
genomedata,tools for accessing large amounts of genomic data,https://pypi.org/project/genomedata/,112425,"Eric.Roberts,hoffman","https://pypi.org/user/Eric.Roberts/,https://pypi.org/user/hoffman/"
scikit.datasmooth,Scikit data smoothing package,https://pypi.org/project/scikit.datasmooth/,55186,jjstickel,https://pypi.org/user/jjstickel/
cutoml,A lightweight automl library,https://pypi.org/project/cutoml/,7997,omkarudawant,https://pypi.org/user/omkarudawant/
paramak,Create 3D fusion reactor CAD models based on input parameters,https://pypi.org/project/paramak/,32762,"billingsley-john,openmcworkshop,RemiDelaporteMathurin,shimwell","https://pypi.org/user/billingsley-john/,https://pypi.org/user/openmcworkshop/,https://pypi.org/user/RemiDelaporteMathurin/,https://pypi.org/user/shimwell/"
neural-style,A PyTorch implementation of artistic style transfer,https://pypi.org/project/neural-style/,95413,ProGamerGov,https://pypi.org/user/ProGamerGov/
cb-platon,Platon: identification and characterization of bacterial plasmid contigs from short-read draft assemblies.,https://pypi.org/project/cb-platon/,20514,oschwengers,https://pypi.org/user/oschwengers/
aiengine,AIEngine is a next generation interactive/programmable Python/Ruby/Java/Lua packet inspection engine,https://pypi.org/project/aiengine/,8397,camp0,https://pypi.org/user/camp0/
tmscoring,Python implementation of the TMscore program,https://pypi.org/project/tmscoring/,14589,Davidmh,https://pypi.org/user/Davidmh/
pandas_streaming,Streaming operations with pandas.,https://pypi.org/project/pandas_streaming/,41568,sloaned,https://pypi.org/user/sloaned/
hbp-neuromorphic-platform,Client software for the Human Brain Project Neuromorphic Computing Platform,https://pypi.org/project/hbp-neuromorphic-platform/,63064,apdavison,https://pypi.org/user/apdavison/
librecell-lib,CMOS standard cell characterization kit.,https://pypi.org/project/librecell-lib/,16021,miaou,https://pypi.org/user/miaou/
hpman,A hyperparameter manager for deep learning experiments.,https://pypi.org/project/hpman/,3984,zxytim,https://pypi.org/user/zxytim/
xentica,GPU-accelerated engine for multi-dimensional cellular automata,https://pypi.org/project/xentica/,6338,a5kin,https://pypi.org/user/a5kin/
onnxcli,Lightweight Command Line Toolbox for ONNX,https://pypi.org/project/onnxcli/,348,jackwish,https://pypi.org/user/jackwish/
